,Unnamed: 0,book_id,authors,original_publication_year,title,language_code,image_url,small_image_url
4292,4292,4293,Kelley Armstrong,2002.0,"Stolen (Women of the Otherworld, #2)",eng,https://images.gr-assets.com/books/1300923278m/11922.jpg,https://images.gr-assets.com/books/1300923278s/11922.jpg
4293,4293,4294,David Baldacci,2004.0,"Hour Game (Sean King & Michelle Maxwell, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4294,4294,4295,Louise Penny,2007.0,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",en-GB,https://images.gr-assets.com/books/1327970261m/2277378.jpg,https://images.gr-assets.com/books/1327970261s/2277378.jpg
4295,4295,4296,"Noel Streatfeild, Diane Goode",1936.0,"Ballet Shoes (Shoes, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4296,4296,4297,Harry Gregson-Williams,2006.0,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4297,4297,4298,"Ayn Rand, Leonard Peikoff",1936.0,We the Living,eng,https://images.gr-assets.com/books/1306188481m/668.jpg,https://images.gr-assets.com/books/1306188481s/668.jpg
4298,4298,4299,Marie Rutkoski,2015.0,"The Winner's Crime (The Winner's Trilogy, #2)",eng,https://images.gr-assets.com/books/1411741455m/20443207.jpg,https://images.gr-assets.com/books/1411741455s/20443207.jpg
4299,4299,4300,Carolyn Brown,2011.0,The Ladies' Room,eng,https://images.gr-assets.com/books/1453689241m/18282800.jpg,https://images.gr-assets.com/books/1453689241s/18282800.jpg
4300,4300,4301,E.E. Cummings,1954.0,100 Selected Poems,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4301,4301,4302,Jen Lancaster,2008.0,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4302,4302,4303,Erin Hunter,2003.0,"Forest of Secrets (Warriors, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4303,4303,4304,Sarah Waters,2009.0,The Little Stranger,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4304,4304,4305,Patricia Briggs,2014.0,"Night Broken (Mercy Thompson, #8)",eng,https://images.gr-assets.com/books/1379437095m/17562900.jpg,https://images.gr-assets.com/books/1379437095s/17562900.jpg
4305,4305,4306,Sara Raasch,2014.0,"Snow Like Ashes (Snow Like Ashes, #1)",eng,https://images.gr-assets.com/books/1392224823m/17399160.jpg,https://images.gr-assets.com/books/1392224823s/17399160.jpg
4306,4306,4307,Matthew  Thomas,2014.0,We Are Not Ourselves,eng,https://images.gr-assets.com/books/1418103690m/17830123.jpg,https://images.gr-assets.com/books/1418103690s/17830123.jpg
4307,4307,4308,Nora Roberts,2005.0,"Red Lily (In the Garden, #3)",en-US,https://images.gr-assets.com/books/1362364238m/59821.jpg,https://images.gr-assets.com/books/1362364238s/59821.jpg
4308,4308,4309,Mary Pipher,1994.0,Reviving Ophelia: Saving the Selves of Adolescent Girls,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4309,4309,4310,Bernard Cornwell,2006.0,"Lords of the North (The Saxon Stories, #3)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4310,4310,4311,Margaret Peterson Haddix,1999.0,"Just Ella (The Palace Chronicles, #1)",eng,https://images.gr-assets.com/books/1327897599m/162719.jpg,https://images.gr-assets.com/books/1327897599s/162719.jpg
4311,4311,4312,Raine Miller,2013.0,"Eyes Wide Open (The Blackstone Affair, #3)",eng,https://images.gr-assets.com/books/1360846127m/16122643.jpg,https://images.gr-assets.com/books/1360846127s/16122643.jpg
4312,4312,4313,Lisa See,2014.0,China Dolls,eng,https://images.gr-assets.com/books/1405290827m/18404427.jpg,https://images.gr-assets.com/books/1405290827s/18404427.jpg
4313,4313,4314,Kate Brian,2005.0,Megan Meade's Guide to the McGowan Boys,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4314,4314,4315,"Russell Hoban, Lillian Hoban",1964.0,Bread and Jam for Frances,eng,https://images.gr-assets.com/books/1384258893m/911579.jpg,https://images.gr-assets.com/books/1384258893s/911579.jpg
4315,4315,4316,Tom Robbins,1994.0,Half Asleep in Frog Pajamas,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4316,4316,4317,Gregory Maguire,2003.0,Mirror Mirror,eng,https://images.gr-assets.com/books/1407710336m/15858.jpg,https://images.gr-assets.com/books/1407710336s/15858.jpg
4317,4317,4318,Patrick Ness,2013.0,More Than This,eng,https://images.gr-assets.com/books/1398164413m/21969786.jpg,https://images.gr-assets.com/books/1398164413s/21969786.jpg
4318,4318,4319,Cormac McCarthy,1973.0,Child of God,eng,https://images.gr-assets.com/books/1320509467m/293625.jpg,https://images.gr-assets.com/books/1320509467s/293625.jpg
4319,4319,4320,Francine Rivers,1995.0,"As Sure as the Dawn (Mark of the Lion, #3)",eng,https://images.gr-assets.com/books/1490993178m/95621.jpg,https://images.gr-assets.com/books/1490993178s/95621.jpg
4320,4320,4321,Max Barry,2013.0,Lexicon,eng,https://images.gr-assets.com/books/1356080172m/16158596.jpg,https://images.gr-assets.com/books/1356080172s/16158596.jpg
4321,4321,4322,"Candace Bushnell, Donna Murphy",2008.0,One Fifth Avenue,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4322,4322,4323,"Cece Bell, David Lasky",2014.0,El Deafo,eng,https://images.gr-assets.com/books/1423770455m/20701984.jpg,https://images.gr-assets.com/books/1423770455s/20701984.jpg
4323,4323,4324,Samantha Young,2013.0,"Down London Road (On Dublin Street, #2)",eng,https://images.gr-assets.com/books/1363128044m/16140408.jpg,https://images.gr-assets.com/books/1363128044s/16140408.jpg
4324,4324,4325,"Robert Kirkman, Charlie Adlard",2005.0,"The Walking Dead, Vol. 03: Safety Behind Bars",eng,https://images.gr-assets.com/books/1345769167m/30069.jpg,https://images.gr-assets.com/books/1345769167s/30069.jpg
4325,4325,4326,Philip K. Dick,1974.0,"Flow My Tears, the Policeman Said",eng,https://images.gr-assets.com/books/1398026028m/22584.jpg,https://images.gr-assets.com/books/1398026028s/22584.jpg
4326,4326,4327,Francine Rivers,1998.0,The Last Sin Eater,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4327,4327,4328,Jude Deveraux,1989.0,A Knight in Shining Armor,eng,https://images.gr-assets.com/books/1330613623m/73385.jpg,https://images.gr-assets.com/books/1330613623s/73385.jpg
4328,4328,4329,Jonathan Maberry,2010.0,"Rot & Ruin (Rot & Ruin, #1)",eng,https://images.gr-assets.com/books/1264898635m/7157310.jpg,https://images.gr-assets.com/books/1264898635s/7157310.jpg
4329,4329,4330,"Plato, G.M.A. Grube, John M. Cooper",-400.0,The Trial and Death of Socrates,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4330,4330,4331,Charles R. Cross,2001.0,Heavier Than Heaven: A Biography of Kurt Cobain,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4331,4331,4332,"Thucydides, Rex Warner, Moses I. Finley",-411.0,History of the Peloponnesian War,en-US,https://images.gr-assets.com/books/1422072332m/261243.jpg,https://images.gr-assets.com/books/1422072332s/261243.jpg
4332,4332,4333,"Stephen Crane, George Stade, Richard Fusco",1895.0,The Red Badge of Courage and Selected Short Fiction  ,en-US,https://images.gr-assets.com/books/1328753104m/2918374.jpg,https://images.gr-assets.com/books/1328753104s/2918374.jpg
4333,4333,4334,Richard Kadrey,2009.0,"Sandman Slim (Sandman Slim, #1)",en-US,https://images.gr-assets.com/books/1311727590m/5776788.jpg,https://images.gr-assets.com/books/1311727590s/5776788.jpg
4334,4334,4335,John Hart,2009.0,The Last Child,en-US,https://images.gr-assets.com/books/1312058481m/5556466.jpg,https://images.gr-assets.com/books/1312058481s/5556466.jpg
4335,4335,4336,"Jorge Luis Borges, Donald A. Yates, James E. Irby, André Maurois",1962.0,Labyrinths:  Selected Stories and Other Writings,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4336,4336,4337,Anita Shreve,1999.0,Fortune's Rocks,eng,https://images.gr-assets.com/books/1344271150m/89399.jpg,https://images.gr-assets.com/books/1344271150s/89399.jpg
4337,4337,4338,Patricia Highsmith,1952.0,The Price of Salt,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4338,4338,4339,Colleen Houck,2011.0,"Tiger's Quest (The Tiger Saga, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4339,4339,4340,Chloe Neill,2009.0,"Friday Night Bites (Chicagoland Vampires, #2)",en-US,https://images.gr-assets.com/books/1304024900m/6319978.jpg,https://images.gr-assets.com/books/1304024900s/6319978.jpg
4340,4340,4341,Tim Harford,2005.0,The Undercover Economist,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4341,4341,4342,Frank E. Peretti,1995.0,The Oath,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4342,4342,4343,Anna Godbersen,2008.0,"Rumors (Luxe, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4343,4343,4344,"Drew Daywalt, Oliver Jeffers",2013.0,The Day the Crayons Quit,eng,https://images.gr-assets.com/books/1397425766m/16101018.jpg,https://images.gr-assets.com/books/1397425766s/16101018.jpg
4344,4344,4345,Meg Cabot,2002.0,"Princess in Waiting (The Princess Diaries, #4)",eng,https://images.gr-assets.com/books/1493531966m/93729.jpg,https://images.gr-assets.com/books/1493531966s/93729.jpg
4345,4345,4346,"Katie J. Davis, Beth Clark",2011.0,Kisses from Katie: A Story of Relentless Love and Redemption,en-US,https://images.gr-assets.com/books/1306266117m/11281852.jpg,https://images.gr-assets.com/books/1306266117s/11281852.jpg
4346,4346,4347,Kathleen Kent,2008.0,The Heretic's Daughter,eng,https://images.gr-assets.com/books/1344269239m/3181953.jpg,https://images.gr-assets.com/books/1344269239s/3181953.jpg
4347,4347,4348,"Thomas Mann, John E. Woods",1924.0,The Magic Mountain,eng,https://images.gr-assets.com/books/1403170928m/88077.jpg,https://images.gr-assets.com/books/1403170928s/88077.jpg
4348,4348,4349,Michael Connelly,2002.0,Chasing the Dime,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4349,4349,4350,Claudia Gray,2014.0,"A Thousand Pieces of You (Firebird, #1)",eng,https://images.gr-assets.com/books/1400166295m/17234658.jpg,https://images.gr-assets.com/books/1400166295s/17234658.jpg
4350,4350,4351,Patricia Reilly Giff,2002.0,Pictures of Hollis Woods,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4351,4351,4352,Peter F. Hamilton,1996.0,"The Reality Dysfunction (Night's Dawn, #1)",eng,https://images.gr-assets.com/books/1331274659m/45245.jpg,https://images.gr-assets.com/books/1331274659s/45245.jpg
4352,4352,4353,Sidney Sheldon,1988.0,The Sands of Time,eng,https://images.gr-assets.com/books/1356453253m/119382.jpg,https://images.gr-assets.com/books/1356453253s/119382.jpg
4353,4353,4354,Zadie Smith,2012.0,NW,eng,https://images.gr-assets.com/books/1492591246m/13537891.jpg,https://images.gr-assets.com/books/1492591246s/13537891.jpg
4354,4354,4355,Heather Brewer,2007.0,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4355,4355,4356,Barry Schwartz,2004.0,The Paradox of Choice: Why More Is Less,eng,https://images.gr-assets.com/books/1410138134m/10639.jpg,https://images.gr-assets.com/books/1410138134s/10639.jpg
4356,4356,4357,Annette Curtis Klause,1997.0,Blood and Chocolate,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4357,4357,4358,Michael Connelly,2009.0,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4358,4358,4359,D.H. Lawrence,1920.0,"Women in Love (Brangwen Family, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4359,4359,4360,Jane Green,2007.0,Second Chance,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4360,4360,4361,David Brin,1985.0,The Postman,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4361,4361,4362,Elin Hilderbrand,2012.0,Summerland,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4362,4362,4363,Ann Patchett,1992.0,The Patron Saint of Liars,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4363,4363,4364,"Jack Canfield, Janet Switzer",2004.0,The Success Principles: How to Get from Where You Are to Where You Want to Be,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4364,4364,4365,Kristen Ashley,2012.0,"Knight (Unfinished Hero, #1)",en-GB,https://images.gr-assets.com/books/1333056159m/13565914.jpg,https://images.gr-assets.com/books/1333056159s/13565914.jpg
4365,4365,4366,"Alexander Osterwalder, Yves Pigneur",2010.0,Business Model Generation,eng,https://images.gr-assets.com/books/1384676138m/7723797.jpg,https://images.gr-assets.com/books/1384676138s/7723797.jpg
4366,4366,4367,Stephen Greenblatt,2011.0,The Swerve: How the World Became Modern,eng,https://images.gr-assets.com/books/1406088245m/10954979.jpg,https://images.gr-assets.com/books/1406088245s/10954979.jpg
4367,4367,4368,Margaret George,1986.0,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4368,4368,4369,Chuck Palahniuk,2004.0,Stranger than Fiction,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4369,4369,4370,Norman Doidge,2007.0,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4370,4370,4371,Larry Niven,1979.0,The Ringworld Engineers (Ringworld #2),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4371,4371,4372,Barry Lyga,2012.0,"I Hunt Killers (Jasper Dent, #1)",en-CA,https://images.gr-assets.com/books/1333289403m/7766027.jpg,https://images.gr-assets.com/books/1333289403s/7766027.jpg
4372,4372,4373,K. Bromberg,2014.0,"Crashed (Driven, #3)",eng,https://images.gr-assets.com/books/1391008361m/17880714.jpg,https://images.gr-assets.com/books/1391008361s/17880714.jpg
4373,4373,4374,J. Ryan Stradal,2015.0,Kitchens of the Great Midwest,eng,https://images.gr-assets.com/books/1428066565m/23398625.jpg,https://images.gr-assets.com/books/1428066565s/23398625.jpg
4374,4374,4375,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971.0,Stone Soup,en-US,https://images.gr-assets.com/books/1360057986m/1031461.jpg,https://images.gr-assets.com/books/1360057986s/1031461.jpg
4375,4375,4376,"Alaa Al Aswany, علاء الأسواني",2007.0,شيكاجو,ara,https://images.gr-assets.com/books/1258877751m/1220507.jpg,https://images.gr-assets.com/books/1258877751s/1220507.jpg
4376,4376,4377,"James Patterson, Maxine Paetro",2013.0,"12th of Never (Women's Murder Club, #12)",en-US,https://images.gr-assets.com/books/1353436409m/15734464.jpg,https://images.gr-assets.com/books/1353436409s/15734464.jpg
4377,4377,4378,Brian  McClellan,2013.0,"Promise of Blood (Powder Mage, #1)",eng,https://images.gr-assets.com/books/1350337505m/15790883.jpg,https://images.gr-assets.com/books/1350337505s/15790883.jpg
4378,4378,4379,James Rollins,2006.0,"Black Order (Sigma Force, #3)",eng,https://images.gr-assets.com/books/1305960795m/294042.jpg,https://images.gr-assets.com/books/1305960795s/294042.jpg
4379,4379,4380,Karin Slaughter,2008.0,"Fractured (Will Trent, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4380,4380,4381,Nicola Yoon,2016.0,The Sun Is Also a Star,eng,https://images.gr-assets.com/books/1459793538m/28763485.jpg,https://images.gr-assets.com/books/1459793538s/28763485.jpg
4381,4381,4382,"James Patterson, David Ellis",2015.0,The Murder House,eng,https://images.gr-assets.com/books/1464826516m/23717678.jpg,https://images.gr-assets.com/books/1464826516s/23717678.jpg
4382,4382,4383,Nevil Shute,1957.0,On the Beach,eng,https://images.gr-assets.com/books/1327943327m/38180.jpg,https://images.gr-assets.com/books/1327943327s/38180.jpg
4383,4383,4384,Nick Hornby,2014.0,Funny Girl,eng,https://images.gr-assets.com/books/1415127744m/22749994.jpg,https://images.gr-assets.com/books/1415127744s/22749994.jpg
4384,4384,4385,Edward Rutherfurd,2009.0,New York,eng,https://images.gr-assets.com/books/1320467954m/6257535.jpg,https://images.gr-assets.com/books/1320467954s/6257535.jpg
4385,4385,4386,"V.E. Schwab, Victoria Schwab",2016.0,"A Gathering of Shadows (Shades of Magic, #2)",eng,https://images.gr-assets.com/books/1429627728m/20764879.jpg,https://images.gr-assets.com/books/1429627728s/20764879.jpg
4386,4386,4387,Dean Koontz,2000.0,From the Corner of His Eye,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4387,4387,4388,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006.0,"Blind Willow, Sleeping Woman",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4388,4388,4389,"Ina Garten, Quentin Bacon",2008.0,Barefoot Contessa Back to Basics,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4389,4389,4390,Jane Green,2002.0,To Have and to Hold,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4390,4390,4391,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4391,4391,4392,John Irving,2005.0,Until I Find You,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4392,4392,4393,Bree Despain,2009.0,"The Dark Divine (The Dark Divine, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4393,4393,4394,Bill Buford,2006.0,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",eng,https://images.gr-assets.com/books/1320554917m/139220.jpg,https://images.gr-assets.com/books/1320554917s/139220.jpg
4394,4394,4395,Clarissa Pinkola Estés,1992.0,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,eng,https://images.gr-assets.com/books/1500974527m/241823.jpg,https://images.gr-assets.com/books/1500974527s/241823.jpg
4395,4395,4396,"Patricia C. Wrede, Peter de Sève",1993.0,"Calling on Dragons (Enchanted Forest Chronicles, #3)",en-US,https://images.gr-assets.com/books/1428442349m/169879.jpg,https://images.gr-assets.com/books/1428442349s/169879.jpg
4396,4396,4397,"Marcus Buckingham, Donald O. Clifton",2001.0,"Now, Discover Your Strengths",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4397,4397,4398,Chris Anderson,2006.0,The Long Tail: Why the Future of Business is Selling Less of More,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4398,4398,4399,Adolf Hitler,1925.0,Mein Kampf,en-US,https://images.gr-assets.com/books/1395618385m/54270.jpg,https://images.gr-assets.com/books/1395618385s/54270.jpg
4399,4399,4400,Jane Green,2006.0,Swapping Lives,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4400,4400,4401,Louise Penny,2008.0,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4401,4401,4402,Nora Roberts,2012.0,"The Perfect Hope (Inn Boonsboro, #3)",eng,https://images.gr-assets.com/books/1351012631m/12951824.jpg,https://images.gr-assets.com/books/1351012631s/12951824.jpg
4402,4402,4403,Aleatha Romig,2011.0,"Consequences (Consequences, #1)",eng,https://images.gr-assets.com/books/1350233855m/12368985.jpg,https://images.gr-assets.com/books/1350233855s/12368985.jpg
4403,4403,4404,Sean Covey,1997.0,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4404,4404,4405,Tom Angleberger,2010.0,"The Strange Case of Origami Yoda (Origami Yoda, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4405,4405,4406,Jennifer Crusie,1996.0,"Welcome to Temptation (Dempseys, #1)",eng,https://images.gr-assets.com/books/1479663151m/33727.jpg,https://images.gr-assets.com/books/1479663151s/33727.jpg
4406,4406,4407,Thanhha Lai,2011.0,Inside Out & Back Again,eng,https://images.gr-assets.com/books/1357771743m/8537327.jpg,https://images.gr-assets.com/books/1357771743s/8537327.jpg
4407,4407,4408,Josephine Angelini,2012.0,"Dreamless (Starcrossed, #2)",eng,https://images.gr-assets.com/books/1320248839m/12995284.jpg,https://images.gr-assets.com/books/1320248839s/12995284.jpg
4408,4408,4409,Abbi Glines,2012.0,"Predestined (Existence Trilogy, #2)",en-GB,https://images.gr-assets.com/books/1327068385m/13323842.jpg,https://images.gr-assets.com/books/1327068385s/13323842.jpg
