,goodreads_book_id,tag_id,count
661251,6224895,831,3
661291,6224895,27583,2
661294,6224935,30574,5443
661295,6224935,11743,1547
661337,6224935,9886,38
661352,6224935,15060,31
661359,6224935,25506,28
661386,6224935,25153,18
661440,6236809,11590,9
661446,6236809,19109,9
661454,6236809,15048,7
661456,6236809,21024,7
661458,6236809,7763,7
661470,6236809,1010,6
661472,6236809,11497,5
661476,6236809,19071,5
661491,6236809,11978,4
661499,6239873,5207,235
661505,6239873,22743,83
661514,6239873,30521,37
661523,6239873,15169,21
661556,6239873,33017,11
661610,6250169,12680,74
661626,6250169,10210,32
661641,6250169,5090,19
661667,6250169,33114,11
661699,6251012,8717,108
661721,6251012,22025,16
661753,6251012,2277,6
661757,6251012,10758,6
661763,6251012,5090,5
661770,6251012,31557,5
661785,6251012,27398,4
661795,6251222,11743,409
661815,6251222,5051,20
661830,6251222,30672,13
661845,6251222,31505,9
661849,6251222,20288,8
661856,6251222,3379,7
661881,6251222,8069,5
661910,6255144,32989,48
661912,6255144,6888,42
661923,6255144,16805,21
661957,6255144,10210,8
661972,6255144,1038,7
662039,6255949,11590,12
662069,6255949,20547,7
662087,6255949,19524,5
662097,6257535,11743,185
662108,6257535,2305,32
662110,6257535,21438,30
662115,6257535,4949,25
662121,6257535,3389,17
662129,6257535,3377,14
662134,6257535,21689,13
662135,6257535,20774,12
662141,6257535,12948,11
662176,6257535,8055,6
662184,6257535,32130,6
662204,6260997,23931,133
662220,6260997,30755,40
662230,6260997,24576,34
662241,6260997,8683,25
662251,6260997,28014,20
662260,6260997,21739,17
662284,6260997,25152,12
662316,6261270,25647,11
662325,6261270,22753,7
662329,6261270,7145,7
662331,6261270,20774,6
662346,6261270,3392,4
662359,6261270,11497,3
662374,6261270,22333,3
662417,6261477,3389,13
662437,6261477,25630,8
662443,6261477,15048,7
662473,6261477,18284,4
662505,6261522,29011,193
662560,6261522,32996,27
662561,6261522,24992,27
662570,6261522,24996,24
662589,6261522,12600,20
662613,6261961,751,29
662619,6261961,5359,24
662627,6261961,10210,20
662679,6261961,738,8
662695,6262365,31745,1736
662703,6262365,11557,728
662788,6262365,659,21
662862,6264710,14465,16
662864,6264710,23038,15
662894,6266907,30574,11899
662905,6266907,8517,76
662908,6266907,22743,65
662910,6266907,16096,47
662973,6266907,14764,7
662993,6266907,22836,6
662994,6267237,30574,4528
663099,6277410,7778,213
663101,6277410,11557,125
663114,6277410,6857,47
663124,6277410,7784,24
663171,6277410,751,9
663183,6277410,32586,7
663202,6280118,4949,561
663218,6280118,8087,135
663225,6280118,12948,114
663246,6280118,25149,60
663364,6280379,22689,15
663366,6280379,254,15
663385,6280379,21915,10
663399,6282334,4605,135
663408,6282334,5051,23
663414,6282334,26409,17
663422,6282334,5207,12
663437,6282334,4959,8
663478,6282334,14572,4
663489,6282334,888,3
663492,6282334,31339,3
663506,6282753,22507,36
663529,6282753,21660,12
663547,6282753,941,8
663606,6287290,26771,46
663613,6287290,20994,25
663620,6287290,15169,12
663637,6287290,10094,6
663641,6287290,22733,6
663645,6287290,25149,5
663649,6287290,24992,5
663657,6287290,22034,4
663681,6287290,5180,3
663684,6287290,698,3
663739,6289283,25506,34
663742,6289283,14138,33
663780,6289283,8055,19
663804,6289920,11557,129
663824,6289920,11203,43
663832,6289920,10197,34
663849,6289920,11366,25
663867,6289920,10817,18
663871,6289920,1540,17
663878,6289920,1416,16
663891,6289920,20125,13
663943,6289938,3392,18
663949,6289938,1128,15
663954,6289938,25149,14
663964,6289938,13150,13
663968,6289938,1078,12
663973,6289938,29464,12
663996,6294549,11305,1208
664009,6294549,29011,96
664029,6294549,11709,40
664032,6294549,22983,35
664042,6294549,25151,25
664049,6294549,11141,24
664092,6294549,9484,14
664126,6294553,18045,34
664135,6294553,23037,24
664139,6294553,32345,23
664160,6294553,11369,14
664190,6294553,24993,9
664216,6303704,9484,11
664218,6303704,8346,10
664219,6303704,25147,9
664273,6303704,3616,3
664287,6303704,20678,3
664309,6303733,639,10
664342,6303733,9638,4
664345,6303733,10054,4
664417,6304335,20774,289
664425,6304335,9477,215
664438,6304335,25146,140
664440,6304335,722,135
664461,6304335,9484,95
664463,6304335,5180,93
664480,6304335,20547,77
664530,6311614,18886,6
664577,6311614,6122,3
664586,6311614,639,3
664625,6314763,11743,100
664638,6314763,9477,67
664652,6314763,10093,42
664655,6314763,24999,39
664659,6314763,18011,38
664690,6314763,11644,27
664694,6315602,30574,61170
664741,6315602,9147,33
664749,6315602,20774,28
664801,6316171,22743,141
664804,6316171,18045,117
664812,6316171,32586,71
664836,6316171,25151,33
664857,6316171,30852,24
664865,6316171,11497,21
664907,6316821,22743,67
664910,6316821,1691,57
664925,6316821,1642,25
664944,6316821,10094,16
664966,6316821,25104,11
665000,6319978,31723,408
665014,6319978,27473,84
665034,6319978,3371,28
665040,6319978,11124,26
665099,6320534,26771,929
665102,6320534,30358,553
665178,6320534,28740,37
665213,6323821,1659,25
665214,6323821,9477,24
665239,6323821,25147,11
665266,6323821,25151,6
665282,6323821,5090,5
665328,6324090,6828,43
665376,6324090,10641,16
665393,6324090,5481,14
665423,6324903,25616,10
665551,6326920,4587,6
665564,6326920,18051,5
665630,6329547,547,34
665637,6329547,23798,31
665647,6329547,1078,26
665676,6329547,1128,17
665685,6329547,3520,16
665700,6330323,14467,59
665740,6330323,30521,7
665743,6330323,3379,7
665798,6332526,21773,210
665842,6332526,12868,8
665846,6332526,30766,7
665893,6332526,6215,4
665895,6335026,11743,436
665900,6335026,8717,136
665909,6335026,8067,46
665929,6335026,15773,19
665942,6335026,32099,14
665964,6335026,5481,10
665965,6335026,21815,10
666019,6337006,9221,57
666065,6337006,10817,18
666077,6337006,17080,15
666088,6337006,10824,13
666091,6337006,25149,12
666111,6338619,8517,30
666127,6338619,19524,17
666140,6338619,10003,13
666167,6338619,33044,8
666202,6339304,22743,53
666213,6339304,28466,26
666234,6339304,7303,10
666277,6339304,18051,4
666278,6339304,22333,4
666286,6339304,24991,4
666296,6339664,33114,4680
666361,6339664,1078,98
666370,6339664,23796,87
666397,6339989,11557,50
666432,6339989,2104,3
666445,6339989,5180,3
666447,6339989,17083,3
666450,6339989,12433,3
666480,6339989,12745,2
666482,6339989,22166,2
666488,6339989,9197,1
666493,6339989,25183,1
666522,6340016,9484,16
666534,6340016,4568,9
666542,6340016,22618,8
666553,6340016,4607,7
666578,6340016,2277,5
666589,6340016,12868,5
666614,6340471,7503,36
666632,6340471,10197,17
666650,6340471,28525,12
666672,6340471,25150,8
666680,6340471,10094,7
666691,6340471,20811,6
666693,6340471,26128,6
666714,6342491,32586,96
666746,6342491,9477,40
666763,6342491,32996,31
666765,6342491,20849,30
666777,6342491,3371,27
666815,6344097,30521,13
666820,6344097,7746,9
666843,6344097,8957,4
666845,6344097,15169,3
666855,6344097,12661,3
666865,6344097,14844,3
666866,6344097,20912,3
666869,6344097,2104,2
666875,6344097,17213,2
666946,6344423,25147,17
666950,6344423,14370,16
666973,6344423,25149,11
666986,6344423,27708,10
667000,6344534,11743,60
667058,6344534,12021,3
667106,6344832,5207,71
667121,6344832,22981,33
667155,6344832,24992,12
667156,6344832,13989,12
667170,6344832,24960,9
667190,6344832,22987,7
667225,6345193,272,15
667235,6345193,5481,9
667260,6345193,1659,6
667279,6345193,24991,5
667293,6345193,2281,4
667319,6345760,3371,42
667373,6345760,32586,10
667378,6345760,15285,10
667399,6346975,24526,581
667456,6346975,16651,20
667477,6346975,15577,15
667490,6346975,23343,13
667501,6348045,1540,45
667504,6348045,19666,36
667524,6348045,5090,17
667532,6348045,25147,14
667570,6348045,25151,7
667603,6351910,26894,34
667621,6351910,28538,9
667640,6351910,9931,5
667646,6351910,22257,4
667682,6351910,3864,3
667721,6351939,25146,26
667775,6351939,32088,8
667787,6351939,10213,7
667810,6356190,30521,16
667814,6356190,32586,10
667821,6356190,21274,8
667866,6356190,11500,3
667867,6356190,30581,3
667877,6356190,27656,2
667879,6356190,19699,2
667882,6356190,21265,2
667891,6356190,8964,2
667941,6357022,1128,18
667964,6357022,10828,14
667993,6357022,27368,10
668018,6359434,3389,29
668048,6359434,3371,11
668055,6359434,20125,10
668081,6359434,30672,6
668096,6361871,8209,235
668126,6361871,15048,6
668154,6361871,18054,3
668174,6361871,22356,3
668180,6361871,25150,2
668184,6361871,4605,2
668205,6365221,11743,49
668217,6365221,11557,32
668235,6365221,32686,16
668265,6365221,4600,10
668274,6365221,8344,9
668290,6365221,4611,7
668332,6366437,32586,42
668337,6366437,16272,35
668357,6366437,16278,23
668361,6366437,4611,22
668401,6368610,5207,266
668407,6368610,22743,158
668426,6368610,20774,40
668437,6368610,22689,24
668438,6368610,32996,24
668448,6368610,659,18
668454,6368610,33121,16
668502,6368611,8717,228
668511,6368611,30521,85
668512,6368611,22983,85
668521,6368611,32586,50
668547,6368611,10094,16
668572,6368611,25822,11
668573,6368611,13962,11
668587,6368611,21280,10
668593,6368611,21492,9
668596,6371117,31745,416
668651,6371117,5090,13
668688,6371117,33023,8
668695,6373717,33114,526
668707,6373717,19786,59
668757,6373717,24517,12
668758,6373717,1128,11
668777,6373717,8084,9
668790,6373717,5263,8
668810,6375845,28999,62
668814,6375845,7836,35
668839,6375845,24997,11
668847,6375845,27199,9
668886,6375845,1128,5
668899,6380822,32345,379
668906,6380822,29011,131
668927,6380822,33012,35
668950,6380822,19699,18
668975,6380822,1691,14
668979,6380822,27470,14
669019,6381205,26771,236
669021,6381205,31859,221
669032,6381205,10210,126
669075,6381205,21815,53
669129,6386555,3246,18
669132,6386555,920,16
669148,6386555,1416,9
669152,6386555,16651,8
669154,6386555,22753,7
669175,6386555,22747,5
669176,6386555,28014,5
669184,6386555,10094,4
669196,6387565,8717,1065
669216,6387565,20774,76
669236,6387565,30521,36
669246,6387565,23114,29
669273,6387565,10094,18
669290,6387565,32611,15
669291,6387565,32617,15
669313,6388558,10197,97
669349,6388558,3392,30
669353,6388558,547,29
669381,6388558,32623,19
669384,6388558,27975,19
669410,6389257,18045,16
669416,6389257,10644,11
669424,6389257,31505,8
669453,6389257,25149,4
669521,6389704,18045,19
669525,6389704,1542,18
669526,6389704,9221,17
669527,6389704,22753,15
669552,6389704,6914,8
669566,6389704,11221,7
669608,6390031,26837,25
669616,6390031,10197,14
669641,6390031,9221,5
669650,6390031,31557,5
669689,6390031,28663,3
669693,6390031,14729,3
669702,6393047,11743,96
669726,6393047,29076,16
669739,6393047,25147,10
669740,6393047,20774,9
669744,6393047,3377,9
669766,6393047,3687,6
669770,6393047,5393,6
669771,6393047,31359,6
669772,6393047,12663,6
669789,6393047,1225,5
669798,6393082,8717,63
669816,6393082,19357,6
669817,6393082,30521,5
669836,6393082,32130,3
669847,6393082,6895,2
669849,6393082,20849,2
669904,6393631,25438,277
669907,6393631,6953,144
669913,6393631,11743,115
669922,6393631,7806,83
669944,6393631,17129,37
669949,6393631,25150,34
669958,6393631,7746,27
669964,6393631,11590,25
669976,6393631,25148,21
669977,6393631,4949,21
669992,6393631,134,18
670024,6393972,11221,38
670034,6393972,9546,24
670035,6393972,32586,23
670040,6393972,24993,21
670047,6393972,25151,18
670073,6393972,10081,13
670074,6393972,11243,12
670124,6395833,25149,5
670188,6395833,22898,2
670192,6395833,32128,2
670258,6398634,18051,30
670259,6398634,25506,30
670271,6398634,18054,25
670302,6398972,20939,56
670333,6398972,28009,14
670357,6398972,8055,8
670360,6398972,11503,8
670367,6398972,31557,7
670399,6400090,5207,1087
670403,6400090,8055,576
670426,6400090,29401,95
670434,6400090,11497,69
670435,6400090,10210,66
670445,6400090,28277,58
670507,6402364,3392,94
670510,6402364,4200,81
670518,6402364,10197,50
670532,6402364,10891,29
670553,6402364,32586,18
670578,6402364,25151,14
670584,6402364,25148,13
670601,6403690,11557,62
670607,6403690,22743,23
670634,6403690,8354,6
670674,6403690,7144,3
670682,6403690,750,3
670683,6403690,7125,3
670717,6404621,1642,24
670741,6404621,11922,16
670745,6404621,26944,15
670748,6404621,29605,13
670767,6404621,2277,9
670789,6404621,18051,6
670834,6405929,5180,21
670844,6405929,1972,15
670856,6405929,22333,11
670880,6405929,20957,7
670916,6406018,30729,21
670927,6406018,11743,12
670963,6406018,32095,4
670972,6406018,1010,4
671070,6407014,22753,11
671089,6407014,14821,9
671110,6407514,11148,48
671116,6407514,18045,27
671207,6408862,30358,152
671264,6408862,33023,36
671287,6408862,5090,25
671300,6411016,31883,217
671325,6411016,3377,22
671340,6411016,1691,11
671362,6411016,11834,9
671363,6411016,32138,9
671367,6411016,1642,8
671369,6411016,17217,8
671374,6411016,32147,8
671382,6411016,9638,7
671394,6411961,30574,98533
671403,6411961,29076,697
671406,6411961,1691,637
671413,6411961,22034,350
671425,6411961,1540,186
671438,6411961,25647,134
671441,6411961,5842,129
671450,6411961,11590,94
671482,6411961,8862,55
671484,6411961,27535,53
671489,6411961,22545,50
671521,6413193,10197,32
671527,6413193,20957,24
671529,6413193,23885,19
671644,6419566,9886,5
671650,6419566,22973,4
671654,6419566,2580,4
671669,6419566,19166,4
671692,6419566,19172,3
671746,6419887,13492,10
671755,6419887,3358,8
671761,6419887,2931,8
671778,6419887,30521,6
671811,6420846,22743,60
671832,6420846,10837,18
671839,6420846,33054,15
671846,6420846,27314,13
671871,6420846,30811,10
671888,6420846,27315,8
671924,6421588,10197,35
671963,6421588,27314,11
671964,6421588,659,11
671974,6421588,19524,9
671978,6421588,22977,9
671996,6422680,12175,190
671997,6422680,8717,153
672049,6422680,11221,6
672072,6422680,11590,4
672087,6422680,8683,4
672114,6424184,14821,36
672128,6424184,20939,10
672168,6424184,2056,5
672177,6424184,25765,4
672181,6424184,1078,4
672194,6428887,30574,11076
672237,6428887,25147,16
672257,6428887,10210,10
672269,6428887,8517,9
672325,6431790,10197,38
672395,6433344,17213,269
672413,6433344,16194,30
672431,6433344,22753,11
672439,6433344,17259,9
672466,6433344,24993,5
672473,6433344,17246,5
672483,6433344,7725,4
672495,6433752,8717,2330
672499,6433752,4949,353
672561,6433752,3379,16
672572,6433752,22330,13
672608,6433836,11743,31
672691,6433836,28720,3
672727,6437061,28300,59
672728,6437061,30667,56
672749,6437061,13005,32
672757,6437061,27401,26
672759,6437061,25506,25
672760,6437061,11644,25
672778,6437061,21989,19
672807,6441509,27199,142
672860,6441509,23796,11
672866,6441509,17213,10
673013,6442769,33124,293
673032,6442769,32586,186
673063,6442769,25151,107
673091,6442769,5404,80
673104,6443349,11505,20
673106,6443349,11497,19
673124,6443349,20824,9
673128,6443349,6888,8
673140,6443349,31617,6
673180,6443349,4316,4
673198,6443834,11305,165
673217,6443834,30521,29
673224,6443834,16217,17
673229,6443834,31133,16
673247,6443834,25152,10
673249,6443834,11302,10
673329,6448470,33035,54
673330,6448470,25822,52
673340,6448470,20774,36
673364,6448470,3389,24
673371,6448470,10093,23
673375,6448470,27611,22
673384,6448470,22352,19
673416,6448482,19103,10
673440,6448482,5481,3
673484,6448482,5384,2
673504,6449290,32989,58
673567,6449290,24814,10
673573,6449290,17391,9
673601,6449422,26837,21
673607,6449422,3218,13
673631,6449422,534,7
673704,6449551,6184,80
673724,6449551,25151,23
673738,6449551,20662,18
673747,6449551,11503,14
673759,6449551,805,11
673767,6449551,6185,10
673780,6449551,23037,8
673788,6449551,6775,8
673816,6452731,23909,14
673817,6452731,3389,13
673850,6452731,23040,6
673853,6452731,14764,5
673904,6452760,31155,43
673908,6452760,14552,33
673911,6452760,22753,22
673916,6452760,32130,15
673933,6452760,18313,10
673945,6452760,22689,7
673948,6452760,9484,7
673960,6452760,10210,6
674001,6452796,27095,257
674007,6452796,19039,134
674069,6452796,10644,16
674080,6452796,10316,14
674085,6452796,22330,13
674139,6452806,20426,5
674157,6452806,10197,3
674168,6452806,21374,3
674190,6452806,13962,2
674200,6455256,30358,113
674201,6455256,9221,98
674234,6455256,3358,14
674235,6455256,9336,14
674303,6457081,509,81
674349,6457081,5747,15
674352,6457081,4605,14
674363,6457081,11665,12
674365,6457081,22689,11
674391,6457081,25150,8
674439,6457229,26717,25
674449,6457229,25150,20
674533,6460331,25822,11
674562,6460331,27535,7
674568,6460331,33023,7
674579,6460331,32099,6
674583,6460331,33004,6
674620,6463967,16651,43
674626,6463967,5971,38
674628,6463967,19907,36
674638,6463967,8562,28
674655,6463967,11590,19
674664,6463967,21685,17
674714,6464094,6888,22
674719,6464094,20774,19
674724,6464094,6895,13
674732,6464094,3687,10
674749,6464094,29076,7
674762,6464094,1076,6
674764,6464094,1128,5
674790,6464094,1121,4
674791,6464094,27170,4
674809,6464937,10197,32
674824,6464937,1659,20
674859,6464937,22689,9
674876,6464937,25630,7
674878,6464937,6187,7
674894,6465707,7778,747
674898,6465707,11743,236
674905,6465707,27199,78
674926,6465707,25151,24
674928,6465707,20774,23
674961,6465707,7858,11
674981,6465707,31357,9
674991,6465707,603,7
675013,6466909,21773,13
675016,6466909,30147,12
675030,6466909,22983,5
675037,6466909,20553,5
675046,6466909,24990,4
675056,6466909,21989,3
675074,6466909,31388,3
675108,6468666,16991,315
675123,6468666,9277,81
675134,6468666,20939,62
675139,6468666,18668,53
675162,6468666,27535,34
675195,6469165,11743,687
675218,6469165,17213,66
675265,6469165,3472,21
675268,6469165,6766,20
675313,6471550,5105,46
675348,6471550,19832,11
675350,6471550,10197,10
675356,6471550,24996,8
675361,6471550,13599,8
675399,6472246,7725,250
675424,6472246,1642,26
675433,6472246,22753,20
675451,6472246,6122,14
675473,6472246,15169,9
675474,6472246,14064,9
675489,6472246,19735,8
675501,6472451,18011,399
675514,6472451,18045,96
675541,6472451,18013,34
675556,6472451,25822,28
675590,6472451,28300,19
675598,6474550,10700,58
675621,6474550,10197,9
675632,6474550,30620,7
675634,6474550,5991,7
675636,6474550,5632,7
675654,6474550,27946,5
675664,6474550,21739,4
675672,6474550,8491,4
675678,6474550,4949,3
675690,6474550,30809,3
675704,6479259,31724,892
675728,6479259,33009,139
675743,6479259,24996,96
675755,6479259,4834,75
675766,6479259,20849,66
675767,6479259,25152,66
675775,6479259,10094,60
675816,6479550,3389,123
675818,6479550,10197,105
675831,6479550,3392,74
675834,6479550,11497,66
675843,6479550,9221,52
675852,6479550,22977,42
675874,6479550,24995,30
675885,6479550,27535,26
675903,6480781,11557,111
675967,6480781,7852,7
675972,6480781,30756,7
675990,6480781,26481,5
675992,6480781,4585,5
676050,6481245,1540,12
676052,6481245,19999,12
676060,6481245,10817,10
676126,6482837,25153,147
676132,6482837,20774,138
676150,6482837,2104,92
676161,6482837,29011,78
676177,6482837,10094,67
676194,6485421,30574,3777
676203,6485421,31617,56
676223,6485421,33009,13
676237,6485421,11579,8
676258,6485421,32341,6
676284,6485421,14064,4
676285,6485421,1078,4
676306,6486483,30521,40
676315,6486483,26816,25
676325,6486483,18045,17
676328,6486483,24401,14
676339,6486483,32099,11
676367,6486483,15686,7
676376,6486483,28052,6
676377,6486483,25239,6
676382,6486483,12329,6
676383,6486483,28062,6
676411,6487308,29452,326
676422,6487308,2499,193
676432,6487308,5090,145
676445,6487308,14064,109
676473,6487308,4112,74
676488,6487308,25151,59
676500,6488483,33268,361
676516,6488483,10059,36
676537,6488483,25152,19
676545,6488483,25122,13
676550,6488483,30521,11
676595,6489529,30574,392
676609,6489529,14487,27
676636,6489529,19958,10
676681,6489529,17217,4
676684,6489529,18051,4
676698,6493208,4949,3138
676711,6493208,14467,304
676716,6493208,4615,273
676743,6493208,2305,104
676757,6493208,10093,76
676761,6493208,24576,73
676771,6493208,25146,63
676801,6493321,11743,78
676837,6493321,25147,8
676838,6493321,19835,8
676851,6493321,22034,6
676868,6493321,26625,5
676911,6495359,20926,47
676927,6495359,32586,16
676964,6495359,23037,6
676987,6495359,20656,5
676996,6496815,21773,419
677003,6496815,6798,62
677026,6496815,10316,14
677032,6496815,30755,13
677034,6496815,25146,13
677036,6496815,24410,12
677037,6496815,23004,12
677071,6496815,21685,7
677079,6496815,30339,6
677095,6497645,30358,200
677113,6497645,1542,22
677130,6497645,29083,10
677132,6497645,8339,10
677135,6497645,3377,9
677138,6497645,14535,8
677150,6497645,30381,6
677191,6497645,2158,3
677219,6505109,11221,14
677223,6505109,8055,13
677230,6505109,25147,11
677234,6505109,12048,9
677250,6505109,2450,7
677252,6505109,31081,7
677281,6505109,1416,5
677308,6506085,12200,8
677320,6506085,30756,5
677421,6506307,32812,50
677433,6506307,14995,33
677436,6506307,32906,31
677472,6506307,20849,13
677480,6506307,11503,12
677495,6512140,33114,1269
677497,6512140,8717,635
677511,6512140,33023,82
677538,6512140,3676,33
677566,6512140,25988,20
677581,6512140,29011,16
677590,6512140,29457,15
677657,6512154,28183,22
677687,6512154,25642,18
677689,6512154,30672,17
677694,6514074,30574,2498
677697,6514074,21689,788
677714,6514074,32808,67
677747,6514074,20547,22
677809,6515834,7094,49
677819,6515834,15626,19
677835,6515834,10210,12
677836,6515834,25150,11
677837,6515834,32586,11
677852,6515834,3392,8
677864,6515834,25011,6
677867,6515834,31505,6
677875,6515834,1416,5
677892,6515834,11171,4
677923,6516450,22753,39
677938,6516450,20774,22
677971,6516450,15686,14
678013,6517407,18045,10
678014,6517407,8055,8
678020,6517407,11221,7
678042,6517407,30521,3
678048,6517407,25822,3
678084,6517407,7083,2
678136,6527740,25149,117
678155,6527740,4944,76
678179,6527740,5180,57
678185,6527740,27535,54
678201,6528034,8517,67
678223,6528034,11557,13
678226,6528034,23928,12
678248,6528034,20991,8
678269,6528034,32208,6
678274,6528034,27199,5
678277,6528034,28751,5
678281,6528034,21265,5
678307,6532496,1642,20
678309,6532496,3392,18
678318,6532496,11557,14
678357,6532496,10760,6
678379,6532496,14358,4
678401,6534132,2580,169
678484,6534132,17272,10
678502,6534932,7725,95
678529,6534932,1564,16
678591,6534932,19744,4
678623,6538757,25149,62
678627,6538757,25148,54
678631,6538757,8517,48
678651,6538757,26146,34
678656,6538757,19524,32
678697,6539596,26138,86
678721,6539596,25147,13
678766,6539596,21815,5
678812,6542645,26837,72
678814,6542645,3371,60
678824,6542645,1642,35
678833,6542645,20662,25
678847,6542645,23037,14
678862,6542645,12710,11
678882,6542645,1128,8
678928,6545536,29076,14
678933,6545536,30358,11
678957,6545536,33012,6
678958,6545536,17213,6
678995,6547187,31745,1061
679009,6547187,21555,145
679010,6547187,3389,118
679022,6547187,9221,62
679053,6547187,23037,26
679079,6547187,11497,19
679086,6547187,25151,17
679117,6547188,24826,59
679123,6547188,20939,47
679126,6547188,3392,45
679185,6547188,11376,13
679210,6553733,3392,31
679309,6555517,22743,118
679314,6555517,26771,70
679329,6555517,33124,34
679347,6555517,24050,22
679429,6559316,2277,24
679448,6559316,12663,14
679460,6559316,20427,11
679511,6562380,10197,4
679516,6562380,17613,4
679565,6562380,19749,1
679570,6562380,3976,1
679611,6566616,28321,55
679642,6566616,1225,10
679646,6566616,33124,9
679647,6566616,6829,9
679683,6566616,134,5
679684,6566616,30590,5
679700,6566722,6386,191
679701,6566722,22743,163
679706,6566722,21589,99
679710,6566722,10210,79
679764,6566722,1659,16
679769,6566722,5090,15
679783,6566722,22689,12
679804,6567017,26138,882
679807,6567017,25438,600
679815,6567017,7852,279
679853,6567017,18801,103
679869,6567017,11497,74
679884,6567017,15067,63
679910,6570502,3389,51
679914,6570502,3371,40
679993,6570502,31123,8
680007,6571723,9221,31
680017,6571723,30521,14
680018,6571723,31756,13
680025,6571723,29967,10
680055,6571723,25149,4
680099,6574102,20939,743
680157,6574102,12600,39
680166,6574102,19699,33
680202,6574542,29076,42
680210,6574542,11557,21
680235,6574542,12048,8
680245,6574542,18051,7
680258,6574542,3358,5
680266,6574542,24996,4
680301,6578293,5207,229
680302,6578293,6953,205
680305,6578293,22743,153
680336,6578293,18045,34
680338,6578293,15169,32
680350,6578293,11221,21
680373,6578293,1200,16
680390,6578293,1105,13
680395,6578507,14487,195
680416,6578507,3392,17
680426,6578507,24845,12
680474,6578507,1660,7
680490,6578507,24999,5
680504,6581511,22983,189
680516,6581511,18045,60
680555,6581511,9477,20
680559,6581511,19699,18
680564,6581511,18054,17
680636,6582637,17080,36
680645,6582637,10825,33
680653,6582637,22977,29
680673,6582637,25150,19
680724,6584134,25151,33
680756,6584134,26167,19
680773,6584134,18851,15
680786,6584134,25000,13
680846,6584188,751,34
680862,6584188,33124,26
680868,6584188,24996,25
680880,6584188,33133,22
680901,6585201,20939,446
680904,6585201,18886,267
680911,6585201,3392,163
680965,6585201,25151,23
680998,6587387,11557,1034
681014,6587387,22743,187
681015,6587387,5207,176
681117,6587879,3371,93
681180,6587879,14064,22
681185,6587879,11370,20
681223,6589074,11247,10
681279,6589074,31528,4
681299,6596542,30358,89
681322,6596542,17442,16
681339,6596542,20774,9
681344,6596542,10932,9
681354,6596542,9477,7
681407,6596547,8055,79
681409,6596547,25436,69
681460,6596547,3389,16
681472,6596547,6973,14
681499,6597651,8755,157
681530,6597651,25822,28
681540,6597651,24050,25
681589,6597651,9484,15
681630,6600137,11141,25
681651,6600137,3392,15
681688,6600137,27556,9
681704,6600807,8717,135
681748,6600807,32676,13
681753,6600807,23796,11
681782,6600807,31614,8
681797,6604209,11557,327
681824,6604209,1642,10
681833,6604209,22330,7
681839,6604209,27412,6
681932,6604712,31505,35
681943,6604712,12252,27
681957,6604712,22330,22
681975,6604712,12216,18
682022,6604794,25436,87
682035,6604794,18668,64
682046,6604794,28532,54
682053,6604794,9886,47
682065,6604794,24999,40
682073,6604794,24996,36
682076,6604794,30852,34
682097,6604887,33777,134
682171,6604887,33824,2
682220,6605625,2766,37
682223,6605625,1540,32
682232,6605625,9221,20
682245,6605625,1416,13
682246,6605625,20849,12
682261,6605625,32099,10
682284,6605625,18054,8
682308,6606456,20994,31
682350,6606456,9477,8
682367,6606456,20662,6
682453,6606855,15362,5
682464,6606855,24997,4
682473,6606855,16219,4
682474,6606855,1691,3
682501,6609490,32623,12
682518,6609490,15169,3
682546,6609490,32080,1
682568,6609490,27413,1
682591,6609490,30575,1
682601,6609549,28936,122
682612,6609549,9147,44
682629,6609549,25147,18
682661,6609549,32080,9
682667,6609549,18640,8
682673,6609549,29492,8
682699,6609714,8717,213
682751,6609714,5481,10
682822,6609758,15169,33
682828,6609758,29076,27
682845,6609758,29464,20
682851,6609758,32996,17
682936,6609764,31359,34
682988,6609764,25151,14
682996,6609765,11557,1094
683000,6609765,19974,348
683004,6609765,8055,165
683015,6609765,16799,101
683016,6609765,26735,100
683024,6609765,33023,64
683028,6609765,7879,48
683034,6609765,6960,42
683049,6609765,4002,35
683050,6609765,11590,34
683053,6609765,25014,32
683113,6609864,13792,16
683129,6609864,20849,9
683179,6609864,19524,4
683233,6611038,25147,36
683244,6611038,10093,27
683255,6611038,17083,23
683323,6612005,1691,11
683345,6612005,20774,5
683387,6612005,19171,3
683392,6612005,24768,3
683408,6613956,8067,54
683462,6613956,24991,14
683488,6613956,4872,10
683499,6614886,11557,45
683506,6614886,30521,17
683524,6614886,15048,5
683582,6614886,34151,2
683598,6614960,20939,283
683606,6614960,9886,125
683611,6614960,25438,92
683616,6614960,3389,75
683640,6614960,11503,34
683654,6614960,11226,24
683684,6614960,19788,18
683685,6614960,24517,18
683712,6617185,17213,9
683778,6617185,28006,2
683784,6617185,19452,2
683787,6617185,11120,2
683790,6617185,28432,2
683801,6617928,11557,33
683806,6617928,32586,20
683818,6617928,9477,15
683829,6617928,7852,11
683830,6617928,14064,11
683847,6617928,5207,8
683850,6617928,25153,8
683856,6617928,24662,8
683858,6617928,14688,8
683886,6617928,23993,6
683921,6618272,3371,43
683959,6618272,9484,17
683969,6618272,11148,15
684017,6619499,22753,34
684080,6619499,26194,7
684094,6621101,30574,3171
684105,6621101,8517,29
684108,6621101,22743,22
684112,6621101,3371,16
684126,6621101,9336,9
684140,6621101,8533,6
